0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
WTOREK,2024-10-01 00:00:00,22,,5,2,,,,,,,,,,,,,,,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,CH. WEW. NEFRO CKL22 dr K. Rybak KSW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTOREK,2024-10-01 00:00:00,23,,5,2,,,,,,,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,CH. WEW. NEFRO CKL23 lek M. Iskra-Słysz USK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,Ckl,C,S,W,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,20,20,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,Ckl,C,S,W,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,1,,1,1,,,,,,,,,,,,,,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL1 dr S. Tokarski PCCHP,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,2,,1,1,,,,,,,,,,,,,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,CH. WEW. hemato CKL2  USK ,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,4,,1,1,,,,,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL4 dr S. Tokarski PCCHP,,,,,,,,,,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,5,,2,1,,,,,,,,,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,REHABILITACJA CKL5 dr G. Przysada KSW2,,,,,,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,6,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,7,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104","Zasady prowadzenia prywatnej praktyki lekarskiej 
FAKULTET  
dr M. Małecki
G4 aula 104",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,8,,2,1,,,,,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL8 lek A. Duliban-Wojnar PCCHP,,,,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL8 lek B. Rzepka-Migut KSW2,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418",,,,,,,,,,,,,,,,,
ŚRODA,2024-10-02 00:00:00,9,,2,1,,,,,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL9 lek. R. Niwińska PCCHP,,,,,,,,,,,,,,,,,"IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
","IMMUNOLOGIA W1 
prof. A. Pituch-Noworolska
A2 aula 46
",,,"Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418","Kontraktowanie świadczeń zdrowotnych 
FAKULTET 
dr G. Hejda
G4 sala 418",,,,,,,,,,,,,,,,,
